user_id,nb_interactions,nb_products,recency_days
AEV4DP5E3FJH6FHDLXUYQTDEQYCQ,3,3,405
AEV4RH2G2NALLCELW4AS6XKJQWWQ,1,1,2470
AEV5KODCW6P7ZXF66HHVTFHQ2Q7Q,1,1,828
AEV5QK5B6EOXF6DEG7V36PKN2VAQ,1,1,77
AEV5WMIHDLDER6LUWKR35CUNYC2A,2,2,268
AEV6OD7S35KD5XSLNLRTGMVYCZPQ,2,2,1475
AEV6OL4GLSYMDNUHS4Y4DNVFDRHQ,16,16,357
AEV7BC7YTPXOYTUL5PGWWHHRURAQ,1,1,2326
AEVAHTHGA4EH7AUBQ3QSGWOH6JHA,1,1,1463
AEVAKY2EMVGE4P6PXYBBAM5E5MUQ,4,4,570
AEVEA4Y4PRMWUBTOKWWDDP64YKJA,1,1,1727
AEVIQZAAXKLCHSXFFZVGIFYRPLOA,1,1,3731
AEVJOCON4D6LS7ECPHMMPPIKWZSA,1,1,2578
AEVKKM4BJF266I6R5DJDNKHMSXZQ,2,2,2270
AEVM64MVDOSEAVNMVLS7YIGL4YVA,1,1,1657
AEVMDZ4AKB3DQM2EWRTHJIGNDFWA,6,6,1345
AEVMPQORMKIMWMBQJRKJJVXI3FIA,2,2,6428
AEVNDAFXEWRC47FAVNUTMEZJBD6A,1,1,1013
AEVNOPF5IML6LU66W2BVPS7RJ6GA,1,1,3344
AEVODCD523UXLDVYZL4C7H3O45DA,1,1,1285
AEVPOT2DT56DGKUPPPE6XD3QZFFQ,1,1,3445
AEVPPTMG43C6GWSR7I2UGRQN7WFQ,40,40,43
AEVQ3KP55X4XECXWMHN6DHIDBYFQ,53,53,1521
AEVRLY26GBFJVYM32A56BH22X4KQ,1,1,7240
AEVRP23ONGIWRUAPURGPAKC4PL2Q,3,3,534
AEVTBGKOALRS27HUI7KEYUYPFBLQ,2,2,773
AEVUG7GSYKMQM6J7PVYKMIJQVN3Q,2,2,3110
AEVVJHZUPI4AHZZX7PC4LTCKWSKA,4,4,41
AEVWAM3YWN5URJVJIZZ6XPD2MKIA,10,10,65
AEVYMKPLQ3G25CREYAWC347U5O4Q,1,1,2540
AEVZVWZP3S2J57XSTFN5LPQNOONA,4,4,1180
AEW26W6ODPJ77OHPS5LBTFT64LHQ,1,1,2581
AEW2DUEKVQCUL56PV4CXLVRIP33Q,1,1,217
AEW3MTZ3PBLHELRSFI2FX2X3N3EA,1,1,2265
AEW4CIDRC3RO33GW3GKDLONUVNAQ,1,1,2122
AEW55ZDSPC6HOXZ2RK5MCT7OM5WQ,1,1,1144
AEW7KGZFQFB6P2YRTN6JGVR3YRLA,10,10,222
AEWFEWBJVI2YN7WAWVXSOYT5MANA,3,3,11
AEWFI6UHAUISG2JF4EPVZPBMHZYA,1,1,1701
AEWICKS3R7L2VXI2PUR6VL64PFSA,1,1,5734
AEWJXW46LKSW22FWTGRYTLNE7TGA,28,28,67
AEWK45NLQWUDXWPF76JNHPMJVZPQ,1,1,436
AEWLOQTKYUYRJ24NK4GD5CZTR7WA,42,42,22
AEWM5TEERH5SWKVMVCBGB4G4DOXQ,6,6,32
AEWMM6B2T7PMH5WFINUUORAHX2NA,1,1,4126
AEWRRORE6A47AFELFU6LO6YVEYAA,1,1,953
AEWRZLS7FBAX3BXANLXDKVV33CCA,74,74,1330
AEWTKEIDMSOZ7Z3MOOEIXYPYUCCQ,5,5,799
AEWUBEVXD7CKWOQ46K56K7BIQPBQ,1,1,878
AEWUTB77443SWKRTRKCCROPCURCQ,1,1,1874
AEWVHCZZINJR7NIUYCVMO2ZXLLKA,1,1,2412
AEWWDRHCN6DGQNJBGLFAMQIQ5WHQ,3,3,105
AEWXJDZPE2MTDUQ5PV2D4IEOWZ6A,1,1,2627
AEX2PWSLCKDKELBZ4FMOOWR4PVAA,5,5,44
AEX3CW22RUBG2EEUYSBZBMTRJSZQ,2,2,1496
AEX3JEM4XNO3WY27QN2LIV7EKMKA,3,3,264
AEX4JVEAX7V2XJNX7L6LQCX5SRZQ,1,1,3579
AEX4MMFGEVYPOWPB4B2YFS7PIHEQ,2,2,3724
AEX5AKK7HEVKT4CID4F6TOF2ZZIQ,1,1,186
AEX5IK5WUXIGLSWUWSNDYATYVQJA,4,4,1323
AEX63ECBRMOKNMAFMIVCEUP4OCBQ,2,2,696
AEX7XY53RLK4CQ6MIMPU4HHZJETA,1,1,1057
AEXAGBIZ5NEBJO6DNDVBA3ZWUIEA,4,4,1247
AEXBIH7OOSNTF3NPJ262T4HDNXBA,14,14,610
AEXC2RWTZY5DQIVSVFXGUZANKMSQ,3,3,578
AEXCNSFJSDS7WTO76BIOQU2GYDJA,1,1,1842
AEXCR46DMHH6ODLFC7WCGIZGMGIQ,2,2,1796
AEXFGERJKJ7YOSSYC2WZUKEKTFQQ,1,1,1359
AEXFSHMGQ2PBLKTHLSQNM2IPJDKA,1,1,3650
AEXKH3LKCCJ7NGS2JJFPR2ZBL6NA,6,6,1019
AEXL4OGPNMDFOCOE4QNUNECYWTVQ,1,1,1526
AEXLJXLT2BECIHWJSZ5MSXA5KA5A,1,1,2276
AEXLSPCC44BZKWJSATRFAYHOM6RA,1,1,2681
AEXLU5BDFIRVGOD6UO3AOCG3DUXQ,2,2,273
AEXOWERQXU5OCPLNACNFDF2OOI2A,1,1,123
AEXP4AULLRFINXRFJ3FXQDFYYOWA,1,1,2196
AEXQTIU2YXKVYBRLFQ5WAGVURVHQ,1,1,2743
AEXSLSUUTYLSYSRCS6Y7XDB6JXRA,1,1,1035
AEXTSZOMHUDQZ46764RKBNZ2WANA,18,18,540
AEXU3S7NB3EBIOJE7UKO3GAM7YJQ,4,4,915
AEXU3XJEKY7Y5QJXKLZMPRTDUKJA,6,6,1470
AEXUL6NAQAAMP72AP3HDBO6HTV2A,1,1,1999
AEXVJXJE25VDO7ZFJUEAW53S7EXQ,3,3,2773
AEXVNABLVTHK6EJVTY55T75OG2BQ,5,5,1501
AEXXE5WBAUV6CUOCLOX6TIMV7SWQ,1,1,1407
AEXXPCM7I5YL26QCIPCCLWH37ZTQ,1,1,1894
AEXXSUF5KNRANEPZGM5DXTIALMCA,2,2,3429
AEXYAYKO4JSMM7ALG7YY3P67FXVQ,8,8,153
AEXZPE56DTET42XXA6WBD6CM5QYA,1,1,1228
AEY34JINUYPHCTN23PNXPOIVSYYA,1,1,3347
AEY3HV4GQHTLLILTSS66CH2IHMYA,1,1,721
AEY4AK73HCLNM5ITQ6O2GOMNTJEQ,1,1,3360
AEY5COTUP2BYV73ZRNKJF2V4BPKQ,5,5,60
AEYBVVQQXS7RRXDJMOHMPBHSYOKQ,1,1,461
AEYC3IF4CTBVTGN4ZCCUJ2E5XDHQ,1,1,2507
AEYCJLZHSNAWFO7IKKERBKF2VD5A,1,1,929
AEYE3LSUHQEX6BWG224MKVXX6XZQ,16,16,115
AEYENTSV6LFPRW3LTBBMPYBE7MOA,1,1,1736
AEYEP6B5W5QBNMM4OBQBQJDJ63SA,18,18,11
AEYF3VOKNL6HLCREFCY7NVBT6AGQ,1,1,227
AEYFGA6BGU6ES546ZKBPE3BTOYXA,1,1,688
AEYFKTGX5FA2VGTPWTCVCHASEILA,1,1,4291
AEYFU5FQAJYXFREC4KHQ34EGZ3LQ,16,16,136
AEYG5QTSA6SYIEQQ3XUQMD24MKDQ,2,2,1515
AEYGPUCRKH7G4VM22FM3VAKSQ23Q,56,56,229
AEYH6Z3S7QBUIKSHO4KYSEG7KW2Q,1,1,3185
AEYHRAG6COXKW264KLLBSWBS46KA,1,1,1192
AEYHSQDKAXT5R4X7VMYN4PBX2GGQ,1,1,3364
AEYJRJO4IKZUQ4ODRRTYX4247YTQ,1,1,1425
AEYL33RQMQHQNHXTTQQNYFMZUB3A,1,1,597
AEYL4ZM2I6F6JZAMXCI6WINOA4WA,1,1,1891
AEYMB2E6ZE25CVWQI6OAPB6YEXQA,1,1,1174
AEYORY2AVPMCPDV57CE337YU5LXA,22,22,135
AEYPHXPE4VADDYCCOHPQTQQ4EM6A,2,2,605
AEYPQ5NLVMRSU6GSY5EAMXWPP4QQ,3,3,1039
AEYQIINOZ5VGN62ICPB4ZYELPG3Q,1,1,3006
AEYRK6RHCYZHAXVBEH5UNZ3RB5JQ,1,1,3555
AEYS7TG2WOZAB7NLRVGTM5XZIG3Q,14,14,304
AEYVXZF5TQB7IGLLS3HJTDWLSKJQ,43,43,400
AEYWRSMAMVW72QURZWK72VSR5YOA,1,1,792
AEYWSCGUMTGKVHT7K5XYCNGWRNGQ,1,1,3280
AEYX74AR7OK76BHNNFV2LIFZMTAA,1,1,1451
AEYXN35M6FE2CW34QVC64ULRRJVA,1,1,1184
AEYZSTV3DHQEGC3WSCUDBLDSC22Q,2,2,106
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,141,141,8
AEZ2QFCLVDLNVB6VTDYNBB4ZNL5A,1,1,457
AEZ3V2ML2S5NJ63MVVZZSXYQ343A,1,1,2410
AEZ5CUACQP3PLOTXO4TUVLB5LKNQ,1,1,372
AEZ5SFMDJRYHJUGJN2MGWRMPVOKQ,2,2,1156
AEZ5XIOVMGBSCLVM5CHARW5OMU7Q,2,2,2868
AEZBUIRYRO7JFUJIFNSMJKJKJELQ,2,2,2012
AEZCSRJ7EQFX2SJFITNKUPBXXK7Q,1,1,153
AEZEX27LZPWQFTTDLHBSKPPEUDAQ,2,2,1657
AEZF5CELBZSSHED4KXU5YM2R2MTA,1,1,3126
AEZFLP5KAJG42V4QRVLQHR5DVSQA,1,1,128
AEZFTFYREPX7QL5CTF7WFTFZHBKQ,3,3,1824
AEZGPLOYTSAPR3DHZKKXEFPAXUAA,2,2,775
AEZGSGN6BHOOVUDJ57MB53S4HUEA,2,2,441
AEZHVVKEZAY6MAP5WA62MAYTMHWQ,32,32,128
AEZI7NA3EMYGPYD3MS4SWWHWZW4Q,1,1,4205
AEZIW242EBVLBV24LA7FKYVN7YUQ,1,1,3107
AEZJ2TU2SLZEDP2YXEM7UHTLM6EA,1,1,1699
AEZJHOQMLIRXKDFFG4RXVHETGNTA,1,1,4768
AEZL73IHSBRHJJGQCNB7XGND45YA,2,2,1159
AEZLBRKZYY5DLFUT63H24QIWAGAQ,1,1,2322
AEZPSUTSRD46AS7M5LLHH4VAXTYQ,1,1,81
AEZPSXZOZJJ3FLI44VFWMQPEVKIQ,1,1,3077
AEZQZ4AQUPQGFY756EGVKOLSYSSA,4,4,1413
AEZRDTTMTVKCV7BMDR3L23XHL2MA,1,1,1330
AEZS2SS4IRBQHZXF2CIYNLBCWFRA,1,1,2566
AEZSZS7UV44CAJJR5FNEM4DZCWTQ,8,8,691
AEZTMBIGAP4U5F4RV6IP2PKCAK3A,3,3,2084
AEZUJSZ3B7OAOVCSMZPINNW3QH3A,3,3,332
AEZUVWEZSOU7UOSVRGWGBTVGUDMQ,1,1,69
AEZV3WDCDM6V4CJMN222D52REYYA,3,3,588
AEZVUXKR7JINGI3OTHRBMUIEXHNQ,2,2,1140
AEZW66K7OTLPXBNRLWZDTMUE7Z5Q,1,1,2914
AEZW74DBPW64H5IYA22DX7U7YRIQ,1,1,2057
AEZWSCRCKA7TSIPCA3TQKJHD3IOA,1,1,2623
AEZWYIPD2D6ENPX6DHU2YE43W3HA,1,1,2241
AEZZLU5EI7CTR5VR2IOBYDNOUUEQ,2,2,313
AF2222CTSX55SOYTJNGBL6SINXYQ,1,1,143
AF224BZVIYKHVGJGPKGC3UAVTLQQ,2,2,1736
AF227ZORVJNXGFF6UFK23IYWE7AA,19,19,8
AF232QQ7UDHGQOVR6LZ3X7ZVQ3ZA,11,11,964
AF24UDV5GTGYDPK3G35ZFFQIUUKA,8,8,296
AF25TIK64YJ22WQVIZYHTNGHVXFQ,1,1,2943
AF25UMM5L3RFKFFJCQWFYH4DWM7A,3,3,1576
AF26DD2NW2ZPTOXHDCQTSWOVLFDQ,3,3,663
AF2BLE54TEMGZ546U763ZHZRXC4A,1,1,628
AF2BS5OQPNYMNHSCV2IC44G6U3LA,1,1,2017
AF2BVDDULOEERJOYWTJZS5ORPQSA,1,1,5108
AF2ESHQEKVEOLZEA24FOE3NIDXLQ,1,1,3280
AF2FPW2AJZGXQGM6KQDTHTOL7E5Q,3,3,277
AF2FTNKCY6XY67BKBUO4BNJRZ4XQ,17,17,93
AF2G3CTO4O7HQFR2MVG4TF7HZTAA,2,2,3600
AF2GBJ4UJOOCTEG6LEXGDPG2VUJA,1,1,2168
AF2K6NRRABAJOLWLM4BPSCIKVQJA,1,1,351
AF2KUNPWY3XXWEEPG66BB4EMZT4A,1,1,2828
AF2LIH5TPYYGODLRYOCZ56D5TDKA,1,1,4632
AF2M7VDNKO376XFGMQZ7OUVSWR2Q,1,1,2230
AF2NCCWGOA6IWAN6745E2SOIKFOQ,1,1,2736
AF2O4GMP7Z6ZV7WZGJM5MGT27GAA,1,1,3896
AF2PS4EFHEZRHLI4FXKA6LYR3WFQ,1,1,3037
AF2T7NQ5S7SVEBHC7VGY23KZGQDA,2,2,1081
AF2TK6ORPJPQH2TBE4PKEA7DCX2Q,6,6,780
AF2TS3KEYKELC73VSUTRGAE44FQQ,2,2,1972
AF2VTDKGOBVINTPJH5IVAJRKDEPQ,2,2,1348
AF2WT5HLSFDRZLZXCMBQL4DT2FBQ,1,1,3307
AF2Y4ZTHLJB72VUEMDRQAJDLJI3A,1,1,3630
AF2YDVBOVLWP3WP2GEE6AZD7LPUQ,4,4,1060
AF2YVVF5EWP7SJJNCB2H32FMMDGQ,1,1,2268
AF2YXQVXC5KE672X6PWMHE4GXH4Q,2,2,3114
AF2ZMVLJAQX3WLS5HD6646QZI2NQ,1,1,3309
AF32UU33D7ADPI2NFMDV36P2TM4Q,1,1,1532
AF33JZMEOPNR5RROTLPJA3VG43CA,1,1,6719
AF35BGUUHLK3335IM3G5GXGXOQRQ,2,2,355
AF364RSCZMTAEVX533SS37L7G4OQ,1,1,2025
AF37HETXCNPLIXJRMMYWVDLI4QBQ,10,10,253
AF3CK4ESKOD65RAC23OSFQNTP5KQ,3,3,114
AF3D3R7EJKCATWRQYAJPKAOGNAXA,1,1,2969
AF3EZS3KE4ERLKYHQ3Y324EBQEIQ,3,3,26
AF3FH5H3IEN5GCFHRPJ2BV3BW3SQ,3,3,1914
AF3GHL7OXSMBHL2WASZUJ3SURYSA,3,3,1559
AF3GYVKFGZ4R24UB5N42W4PVKY6A,1,1,2870
AF3HNAQK2URNEBAZQCRZGSPBU5FQ,27,27,178
AF3IELI63FDNLEAGV2I6KYJ2LXFA,4,4,809
AF3IUNTQXWHOFUPEA5GHRTLFUK2Q,1,1,2600
AF3LBRZERHYKJUAXLP4UYNQFOD3Q,1,1,3220
AF3LZY7Q2FOIBJUBFW3LEANBVOQA,3,3,513
AF3MCWIU26SI5GDS4Y7BOYRIMCMA,1,1,2394
AF3QKQDBPOQRR3YKMXXVW5CHWFMA,1,1,1955
AF3SS2K7HDO7SLEMONGZ6KEYPL7A,4,4,627
AF3UFP5D6EA7XVCAAWSF7IS7T3MQ,1,1,561
AF3XGVFJGJKRVHB3YCCVOJTPKZIQ,1,1,2369
AF3XN2CMS7TNB4PPCD7XRRCWB6YQ,1,1,2677
AF3YB4B5S7TMESAOQL43JYWL4FOA,2,2,2422
AF3YUNGL3RAJWRNOI4UNSPY76VQQ,2,2,139
AF3ZRKX34AGQNZ2MPMFKPQ2X2ZNQ,1,1,2337
AF43PJH7OJ6557NMXAAP5CRLDNGQ,2,2,162
AF46PQQYVBOILGKBR4SKP7VJNOCA,2,2,2338
AF4BD6HDGEAYGFGPYWMXFUPBXVXA,3,3,214
AF4BN5IK6HUEXLPTUULD22TGEFOQ,2,2,2761
AF4BOHAQZZBMDYP7B6IWIKQNHTCA,6,6,317
AF4CEMXNWUBPEGBGXOH3ZZP2T4YA,1,1,3495
AF4CL5VBGKUR5FSP4FMLWT3ZWMSQ,2,2,1412
AF4EKXYDG4OWBDAS7NXUGSG6IY3Q,1,1,1858
AF4FLIUFGWPFLQQEBEIFQHGERKRA,1,1,1435
AF4G5OBISHGTROXGK76JLBIKHSUQ,1,1,91
AF4GFATVLGDPUMYVAWU6N3ULQEPA,1,1,1716
AF4IKJMS4TPSLWTXBJHRJ542XQAA,16,16,26
AF4JBSDXHIXSJOPQAL5FK4PJPGTQ,1,1,2353
AF4KGFYH26KERCGL7IO2KQKJM2SQ,12,12,384
AF4NIQPIZQ3S3G6KEVQW33DNHZSQ,3,3,842
AF4O6U23HTVGGKWAKWXIWF6ZW7CA,2,2,5323
AF4OI5F4QGCITNUT7YUMI344RJDA,1,1,261
AF4OMOFLB27YNVHNR5CIHJM77UEA,1,1,575
AF4SXU4676UWMQQSX2GKHHFBBT6Q,2,2,296
AF4TOFX7CQ2YAG5WM3PCCPKHH3FQ,1,1,224
AF4VEZGRGAT75ZVAOR4KRNDMZIBQ,5,5,889
AF4VFAAC7R62GKNCONMXAWNTSSSA,1,1,687
AF4WLLHTQLRPEZ33OJDYG23MFLKQ,19,19,299
AF4WPFKHHNUEKY2I7TJ6GR4YJ3KA,2,2,642
AF4WXF7NIDXZCB23OODOMCQR2WKA,1,1,571
AF4XAUOI5XPGWHCPOTORKBIJSRDA,14,14,1137
AF4XFLPD67HYHE2UGJTWV2IU7BDA,6,6,226
AF4XMOHDXFRANNUJW3JMI4MYGEPQ,3,3,666
AF4XPHIAAWI536Y7GHFBFCV7SQ3Q,1,1,2288
AF4Y2O5Z4P7JZPXUQSR62VAP2I3Q,4,4,57
AF4ZJVB5TJEJP4UTBLGGJTUDRGSA,2,2,346
AF56CJJC4GXQYWFTX7EIBYWV4KQQ,3,3,4665
AF5BBJOFGZN6OU7SFABYJT7YAHBA,1,1,2391
AF5C5KSGB7FPNFY3B2F46AX5BRZQ,8,8,1212
AF5DDQZBNB2UEWU6IZF7VELJQJGA,5,5,256
AF5HQITKATBZWSKQ5BXEKW4CK4HA,1,1,561
AF5JU3VCZM2XNQAN6T7NFJEENENA,1,1,8105
AF5KFHNT3TQJ2GNSE3FCDFQOBICA,3,3,1194
AF5KHOHRF2PHDZVWJSYAVFUD7C2A,10,10,223
AF5KLMIXJ6ISU7NAPIEP57SE62NA,1,1,1429
AF5KVQC7THWPXYVICOES6BMHNZSQ,3,3,2495
AF5LBIWMZJFNZ4AIKDAJSL5S6TEQ,1,1,3130
AF5MJENGAL5G6BUFIVMH5LRSZ6EA,13,13,823
AF5ONT5E32WV45KAMQSUT43IPXOQ,1,1,3606
AF5OX5OJ2IFYUMGEETNMMIKITRKA,1,1,2331
AF5PN3FPG5Z66P7Z7UWL56D6CGMA,5,5,76
AF5PSFCS64I5CGSNI5Z5CJJB4QEA,2,2,1891
AF5SRI2Z6Y2F4OBEEPUQ7RMPFIIA,1,1,2343
AF5WQNTBQKV7QBBKRBQ7N5M3TDXQ,1,1,682
AF5WTPC7OZF45HXB5J2V3L4CLVEA,1,1,1102
AF5YGFIDUL4PVHGLOLLCE2ZOZSCA,4,4,3717
AF5Z2RWMKZOTVIXDTOTYJKVJ7G2A,8,8,177
AF5Z7T3SAFEAVEQALVC75JIFNTGA,1,1,2201
AF5ZPPZA6HEYRFCBJYWVCTZJOUMA,1,1,462
AF62AEIOEKVHHD4XH2ID7PXWB7AQ,1,1,3141
AF63IMM5Z4WG32KOGDHDC32EWE3A,1,1,356
AF63JIAC77OVDXQA7KFM5FEZJR5A,1,1,4698
AF63NWLQNHWRWRCTECW5D46FTZTA,1,1,3719
AF63SFHHIMHVF6TDVLBSAEVEUYMQ,1,1,1205
AF654EU2AS2ZMYMT4DM5ZCA2WJ7A,3,3,676
AF65L4YYZQHLPDL6VKUEOUKKJ3ZA,1,1,5341
AF67PYI2JFGZ7SZZOOWPTIWBZW5A,1,1,4092
AF6AJODJRJ4VMXE55IRLXKMUAXSQ,8,8,1178
AF6AK5OVE22L55JHPJZITX5SFAUQ,4,4,1221
AF6AP3BHDLCYBCYNIH752RMQUC3A,2,2,22
AF6ATWNWHV5O53ECWO3WXEFTZ6FA,1,1,1863
AF6CIVHLLNSTQDVHUSNDCLT4UXNQ,3,3,1153
AF6COLVCUDL5WZZMOBHMCNCBQMEA,4,4,145
AF6JERHUB6IQWBPOG6XOKIUYI3VQ,1,1,3907
AF6KOXEH5SDNBKOTRIWUZ4FYX3FQ,1,1,2437
AF6KU2PB4NMUREATJUXXGKEAO3QA,1,1,3557
AF6L5ZQD3WBL2P7ZN5VAFMABWMHQ,2,2,1561
AF6LHQ63Q5E7IVNKS2M54VB3YI3Q,2,2,847
AF6MMBBZYTZFCV4EFCSC4ULFILWA,4,4,2151
AF6N3BBR32UMXX276IR7CTZTVTQA,1,1,746
AF6QMSNCJH3DDOIPR7PBNXXF3WHQ,1,1,2098
AF6RDBIZWDAI7TZKDHIW6OXYVLTA,1,1,3368
AF6RFA6T3KGL2PMIAEML5F2HINGQ,1,1,2543
AF6RYGFAHCMPVK2KGRZXEBHLTCGQ,1,1,4082
AF6UNOZX7XRKH32473UO44C2AHQQ,1,1,2295
AF6V7WITEVZYZTAICVICHOAVL5NQ,1,1,56
AF6VEZECVKT4NDPCRMKP626H3KEQ,1,1,3009
AF74IF7IL2FWPDLYS7BSSWQA7LCA,4,4,13
AF7DEHKMKM7GNZCHQUMZMREGKM5A,1,1,355
AF7EM4N67D5P4YJKZZF7XODK6HVA,1,1,1027
AF7EY7M7BAOTHXN3K7K6R5WSVTVQ,1,1,1829
AF7FMSNMIAN6ZABPSPWKXH3B3RVQ,1,1,2192
AF7GJOFZAY2NE5FYJZPQA65FWVMA,1,1,797
AF7HW6NY5XXOX3DE4WQOTGQYHC6Q,1,1,3475
AF7J5A2ME55LSCRVQWXB3BKE7CHQ,27,27,788
AF7JT6CKVCYYXMMVB23LBN2VSQ5A,4,4,710
AF7KCL6AOHTWOWXABCK3ZOJGGRPA,1,1,756
AF7KZKMOVOUFI6GEOLFDIHERFAJA,1,1,701
AF7MRXMT5BZFOEQY7X3F6D4QDEOQ,1,1,2788
AF7NMW5KYBO2K53GR2GPMC3DPY5A,1,1,2893
AF7R4AQDDVFXBSEBYRIMI2WPFB4A,1,1,1511
AF7R4ZBXQZACHPAR62HARSTCNFWQ,1,1,3409
AF7RHUB2RXOIRQDSH7SZDLYPZPQQ,1,1,1256
AF7STGSJYCAHOQAKN3JTC3JC3Y5A,23,23,1286
AF7VJSFT24TEW2HAAUAMDJDAENTQ,1,1,2730
AF7VOQPCGNOCDZVRDNTQGESZJ62Q,7,7,547
AF7YEJZHL2PP3L7R3HBJZENN7QXQ,1,1,2755
AF7ZINXE6MF5H7AGHIMQIOBTRPOQ,36,36,709
AFA26DYXVLJYTYZ3KET77GE27N2A,16,16,578
AFA2HZAKKWNUGYNOMQT7TTYOKYTA,1,1,2911
AFA2RRMTDTTMIHOUD6WNBH7AH75A,1,1,4360
AFA2U2ZWVRYX3ACXTUL7DU3ZUGLQ,6,6,695
AFA6RLSFP5Z2NDOGPYJ3U3Z3SPNQ,1,1,2043
AFAA7WD5EOAHFKGTWFRBP6YCE46A,1,1,393
AFAAJ2JQBNPL7JYAP4JWBWPJD5LA,1,1,1804
AFABDHAX4UX5QYXIFBZEQRL6P4VQ,1,1,3073
AFABY5MRZ2ODH6AGPR3RYIMUIMNQ,1,1,272
AFACEDIFMYWY4CHKDKHJ3N5B33XA,1,1,1338
AFAD6IGTLID7GW3T6WVNVBGUNQVA,13,13,309
AFAE5TN6ZBXFPCM7ROQKDHZKNZNA,1,1,2469
AFAEKCTJEQFGDCQEIFNJP3IORW2Q,1,1,615
AFAEZ4JGUCWVNTSTH4MSZWXK7HFA,2,2,2574
AFAFOJDV3TNEQMR2H3EYKM4UEMNQ,2,2,264
AFAG52VPTIGYZT5TRHW7FUWXOQ3A,1,1,4046
AFAHVT5FXHSIGNDR7YZK3FOCW3YA,1,1,1690
AFAIAU26DKSQCZLMTXQN3BP2QGQA,1,1,4387
AFAIJYOUO3NAWLBDIKTQSC3DASWA,167,167,69
AFAIUGQT3CKQQ5NAVGOMKIN5F2BA,1,1,2069
AFAJQ42J7ZEW6SCDDCPMKJ5CPWVA,5,5,2854
AFAKDRFJXFX22FDQKP2AXHR3OWEQ,1,1,1583
AFAKVUN4OHGPAGON3THJXPGJ4BKA,8,8,3491
AFAKXUI6QSD7SO5JOUKI6EBY2CDQ,1,1,3636
AFAKYTPXRB64ABMSP547V22KF7NQ,5,5,75
AFAMBSYJBEWO3QMJ4X6ODGJ7ZKUA,1,1,589
AFAMOLAPKR3M2NPTMB362T2Q5RBQ,104,104,146
AFANGZRYDXU6RZFWNMAPBLV2AFUA,2,2,321
AFANVB6MPHJTCTFOVIEBKLWZ2GVA,20,20,255
AFANZDVCKZBLGJ5UPC37ASPTM2WA,1,1,376
AFAP7A6P3TICUUAOBBRXPHUXNCZA,1,1,3532
AFAPY6Q67HMIBQTTW53CM3N47SMQ,1,1,848
AFAQU455OWWJBFAIRTUGZLXTLWCA,3,3,683
AFAQYJOKMELB4JP3SJ2426HCXEAQ,1,1,1144
AFATF3CIWPOPQ647GC3FTRK4VBPQ,1,1,2288
AFAUPE7JAJBEGFXCYHA3HGGSPR5A,1,1,4631
AFAVJAKFW4G3OFIN6KOPI46AAKDQ,1,1,2034
AFAWHRH5SMYTLVJAA4D2ALJHN5HA,1,1,918
AFAX43IN46NU5GHTTOOON3EQNW2A,47,47,69
AFAXSME5L36JLYDFLIAO7NF4F2UA,4,4,1321
AFAXW2JSMFBWTUIQPYEJQUNLPNOQ,1,1,2605
AFAZJO4FXNPYFIGOUIWIAUQYBWLA,1,1,1361
AFB23VOIW47YOEXNDOX7NXT3CQNQ,1,1,2691
AFB2SFHBF4INKNJDHNM6NHSNA2RA,1,1,2244
AFB2W7K4MNWXLZTISBUUINONT6EA,1,1,5091
AFB2YVTRAJW2GCUQMBBNHEPNXCGA,5,5,891
AFB3L4JRAOROSUZ2NQEWT5J252XA,1,1,4074
AFB3S46LJXHSIIXQDZGNX6VO32NA,1,1,2153
AFB436FXVBLY6VYXRQJW6F53GRNQ,2,2,726
AFB5QFLDXP2T5V2RFVJJS2OVKDVA,1,1,3683
AFB6GBEYFLU4ARUPS3MESCJPO6JA,3,3,1123
AFB6LWZEGOS2N533N2BGGYIZ3PDA,1,1,3315
AFB6OR5RIL4UP5HCNAYDCP24UQ4Q,1,1,858
AFB776E5ZYFKDOMSHU42TBUDJWDA,1,1,2745
AFBA6P7ULPQZNMRW2LHXALFEGEVQ,9,9,189
AFBAUNG5JZ4FJZHVTWZSEASNQJRQ,1,1,2736
AFBCTQL4LFFQPPKWM73B4VORICXQ,1,1,6496
AFBFBKRVURIRVCVMHDOR4PFXXCDQ,1,1,2485
AFBGS3BNUGBSMG6WH3QCLTB4W22Q,1,1,3300
AFBI5C4W3COTCIVUHXKU5G7A4CBA,1,1,3537
AFBKDT5DUSYSURQRYZ3DGGSG5MIA,1,1,1285
AFBNUUEP6RLU6BCSATVAKDQM7ISA,1,1,3085
AFBOPU3ZPBEHXZBGXQ6HLR5GOAOQ,13,13,2861
AFBPEPLR6T324PCFTF3SDLOD4FWA,1,1,637
AFBPXPGKYYS4ELDQKDQLI4GUMI7A,1,1,3615
AFBQWGTHEJKBDS7LO7KSMOLXZ2JQ,2,2,793
AFBSRM5W4VXZYBQXA4V3NXRUL32A,1,1,3525
AFBTXCSLSSICK734GIDYSHVZVSFA,3,3,736
AFBUVEUIZZMKE2PC7D46LCM6C53Q,1,1,764
AFBXSJ5I6I4PPWAYEW4A6GP2EX7Q,1,1,5189
AFBYH22SGVKVC7G7MI774527B7TA,1,1,2796
AFBZU2GJP4GCB3NWA6HIL63KDZYA,1,1,2272
AFC3IQ472D7B2SCOKFD5HEJI3CCQ,1,1,2658
